GRUPO;IDENTIFICADOR;CODIGO;SERVICIO
COLCAN;5709;;EPILEPSIA GENERALIZADA CON CRISIS FEBRILES PLUS (GEFS ) - GEN SCN1B -  SECUENCIACION COMPLETA.
COLCAN;5717;;EPSTEIN BARR: CARGA DE DNA VIRAL
COLCAN;5718;;EPSTEIN BARR: DETECCIÓN POR PCR (DETECTOR)
COLCAN;5719;;ESCLEROSIS LATERAL AMIOTRÓFICA TIPO 1 - GEN SOD1 - SECUENCIACION COMPLETA
COLCAN;5721;;ESCLEROSIS TUBEROSA - 2 GENES: TSC1, TSC2
COLCAN;5722;;ESCLEROSIS TUBEROSA - GEN TSC1 - MLPA.
COLCAN;5723;;ESCLEROSIS TUBEROSA - GEN TSC1  Y TSC2 -SECUENCIACION COMPLETA
COLCAN;5724;;ESCLEROSIS TUBEROSA - GEN TSC2 - MLPA.
COLCAN;5725;;ESCLEROSIS TUBEROSA - GEN TSC2 -SECUENCIACION COMPLETA.
COLCAN;5726;;ESCOPOLAMINA 
COLCAN;5727;;ESFEROCITOSIS HEREDITARIA - 5 GENES: ANK1, SPTB, SPTA1, SLC4A1 Y EPB42. 
COLCAN;5737;;ESTUDIO DE CITOMETRIA DE FLUJO EN OTROS LIQUIDOS CORPORALES
COLCAN;5738;;ESTUDIO MOLECULAR DE REARREGLOS (PANEL GASTROINTESTINAL)
COLCAN;5739;;ESTUDIO MOLECULAR DE REARREGLOS (PANEL MENINGITIS)
COLCAN;5740;;ESTUDIO MOLECULAR DE REARREGLOS (PANEL RESPIRATORIO)
COLCAN;5741;;ETOSUXIMIDA (ZARTALIN)
COLCAN;5743;;EVEROLIMUS
COLCAN;5744;;EXOMA CLINICO 6700 GENES
COLCAN;5745;;EXOMA COMPLETO  TRIO -  SECUENCIACION
COLCAN;5746;;EXOSTOSIS MULTIPLE HEREDITRIO - 2 GENES: EXT1, EXT2
COLCAN;5747;;EXTASIS 
COLCAN;5748;;EXTRACCION DE ADN
COLCAN;7274;;FENILCETONURIA - GEN PAH -  SECUENCIACION COMPLETA
COLCAN;5778;;FENITOINA (EPAMIN)
COLCAN;5779;;FENITOINA LIBRE, NIVELES SERICOS
COLCAN;5781;;FENOLES URINARIOS
COLCAN;5783;;FEOCROMOCITOMA - 7 GENES: SDHA, SDHC, SDHD,SDHAF2,FH,MDH2,MAX . 
COLCAN;5784;;FEOCROMOCITOMA - PARAGANGLIOMA FAMILIAR - GEN SDHB - MLPA
COLCAN;5785;;FEOCROMOCITOMA - PARAGANGLIOMA FAMILIAR - GEN SDHB - SECUENCIACION COMPLETA
COLCAN;7502;;FEOCROMOCITOMA-PARAGANGLIOMA FAMILIAR - GEN DNAI1 - MLPA
COLCAN;5790;;FIBROSIS QUISTICA -  GEN CFTR - SECUENCIACION COMPLETA
COLCAN;5791;;FIBROSIS QUISTICA: DELECION O DUPLICACION DEL GEN CFTR
COLCAN;5793;;FIEBRE MEDITERRANEA FAMILIAR – GEN  MEFV -  SECUENCIACION COMPLETA
COLCAN;7190;;FISH - SARCOMA EWING (EWSR1/FLI1)
COLCAN;5866;;FORMALDEHIDO EN SANGRE (CUALITATIVO)
COLCAN;5890;;GABAPENTIN: NIVELES SERICOS
COLCAN;5894;;GALACTOSEMIA MUTACION ANALISIS
COLCAN;5901;;GEN ALS2 - SECUENCIACION COMPLETA
COLCAN;5902;;GEN CBS. SECUENCIACION COMPLETA
COLCAN;5903;;GEN CDC73. SECUENCIACION COMPLETA
COLCAN;5904;;GEN CEP152  - SECUENCIACION COMPLETA
COLCAN;5905;;GEN CHRNG. SECUENCIACION COMPLETA
COLCAN;5906;;GEN CNTNAP2. SECUENCIACION COMPLETA
COLCAN;5907;;GEN FN1. SECUENCIACION COMPLETA
COLCAN;5908;;GEN G6PD - SECUENCIACIÓN COMPLETA
COLCAN;5909;;GEN GALT - SECUENCIACION COMPLETA
COLCAN;5910;;GEN GLUL - SECUENCIACION COMPLETA
COLCAN;5911;;GEN GNAS - MEDIANTE MLPA
COLCAN;5912;;GEN ITPR1 - SECUNCIACION COMPLETA
COLCAN;5913;;GEN LMNA  - SECUENCIACION COMPLETA
COLCAN;5914;;GEN MAFB. SECUENCIACION COMPLETA
COLCAN;5915;;GEN NECTIN1. SECUENCIACION COMPLETA
COLCAN;5916;;GEN PAX6 - MEDIANTE MLPA
COLCAN;5917;;GEN PAX6 - SECUENCIACION COMPLETA 
COLCAN;5918;;GEN PDX1. SECUENCIACION COMPLETA
COLCAN;5919;;GEN RET MEDIANTE MLPA
COLCAN;5920;;GEN SHOX - MLPA DELECION/DUPLICACION 
COLCAN;5921;;GEN SHOX - SECUENCIACION COMPLETA
COLCAN;5922;;GEN SLC6A19 - SECUENCIACION COMPLETA
COLCAN;5923;;GEN SNRPN - SECUENCIACION COMPLETA
COLCAN;5924;;GEN TNFAIP3. SECUENCIACION COMPLETA
COLCAN;5925;;GEN TREX1 - SECUENCIACION COMPLETA
COLCAN;5926;;GEN TWIST1. SECUENCIACION COMPLETA
COLCAN;5927;;GEN UROS. SECUENCIACIÓN COMPLETA
COLCAN;5928;;GENES SMN1 Y SMN2 - SECUENCIACION COMPLETA
COLCAN;5929;;GENTAMICINA
COLCAN;5946;;HAEMOPHILUS INFLUENZAE B: DETECCION DE ANTIGENO
COLCAN;5947;;HAEMOPHILUS INFLUENZAE B: DETECCION POR PCR EN TIEMPO REAL
COLCAN;5948;;HALOPERIDOL, NIVELES SERICOS
COLCAN;5959;;HEMOCROMATOSIS, MUTACION DEL GEN HFE ( C282Y, H63D Y S65C)
COLCAN;5965;;HEMOFILIA A - GEN F8 - SECUENCIACION COMPLETA.
COLCAN;5966;;HEMOFILIA A MUTACIÓN INVERSIÓN DEL INTRÓN 22
COLCAN;5972;;HEMOPEXINA
COLCAN;5977;;"HEPATITIS B: AC. CONTRA EL AG ""E"" (ANTI-AGHBE)"
COLCAN;5984;;HEPATITIS B: DNA CARGA VIRAL 
COLCAN;5985;;HEPATITIS B: DNA DETECTOR
COLCAN;5986;;HEPATITIS B: GENOTIPO (RESISTENCIA A LAS DROGAS)
COLCAN;5990;;HEPATITIS C: CARGA DE RNA VIRAL 
COLCAN;5991;;HEPATITIS C: GENOTIPO (SUBTIPOS) 
COLCAN;5993;;HEPATITIS C: RNA DETECTOR POR PCR
COLCAN;5996;;HEPATITIS D VIRUS (VHD)  RNA CARGA VIRAL
COLCAN;5997;;HEPATITIS D VIRUS (VHD) RNA DETECTOR
COLCAN;5999;;HEPATITIS E VIRUS RNA,  (CUALITATIVA - PCR)
COLCAN;6001;;HEPATITIS G: RNA DETECTOR (CUALITATIVA - PCR)
COLCAN;6007;;HERPES SIMPLE I Y II CARGA VIRAL
COLCAN;6008;;HERPES SIMPLE I Y II DETECCION POR PCR (DETECTOR)
COLCAN;6010;;HERPES VIRUS TIPO VI: DNA DETECTOR
COLCAN;6011;;HERPES VIRUS TIPO VII: CARGA VIRAL
COLCAN;6012;;HERPES VIRUS TIPO VII: DNA DETECTOR
COLCAN;6014;;HERPES VIRUS TIPO VIII: DNA DETECTOR
COLCAN;6016;;HERPES ZOSTER POR PCR
COLCAN;6070;;HLA B45 POR PCR
COLCAN;6072;;HLA B5 POR PCR
COLCAN;6073;;HLA B51 POR PCR
COLCAN;6074;;HLA B57 : 01  POR PCR
COLCAN;6075;;HLA B7 POR PCR
COLCAN;6076;;HLA B8 POR PCR
COLCAN;6077;;HLA C  POR PCR
COLCAN;6082;;HLA DQ6 POR PCR
COLCAN;6083;;HLA DQB1  POR PCR
COLCAN;6084;;HLA DR3 POR PCR
COLCAN;6085;;HLA DR4 POR PCR
COLCAN;6086;;HLA DQ2 POR PCR
COLCAN;6087;;HLA DQ8 POR PCR
COLCAN;6088;;HLA-DRB1 POR PCR
COLCAN;6092;;HOMOCISTINURIA - 4 GENES: CBS, HCFC1, MTHFR, MTR
COLCAN;6110;;ICTIOSIS LIGADA AL CROMOSOMA X - GEN STS - MLPA
COLCAN;6111;;ICTIOSIS LIGADA AL CROMOSOMA X - GEN STS - SECUENCIACION COMPLETA.
COLCAN;6117;;IGFBP3: PROTEINA TRANSPORTADORA DE SOMATOMEDINA C
COLCAN;6118;;IMIPRAMINA - DESIPRAMINA, NIVELES SERICOS
COLCAN;6120;;INCONTINENTIA PIGMENTI – GEN IKBKG - SECUENCIACION COMPLETA.
COLCAN;6127;;INFLUENZA VIRUS A Y B: DETECCION DE ANTIGENO (IFI)
COLCAN;6128;;INFLUENZA VIRUS A Y B: DETECCION POR  PCR
COLCAN;6130;;INFLUENZA VIRUS AH1N1:  DETECCION  POR PCR
COLCAN;6182;;ISONIAZIDA: NIVELES SERICOS
COLCAN;6184;;ITRACONAZOL, NIVELES SÉRICOS 
COLCAN;6188;;JC POLIOMA VIRUS DNA CARGA VIRAL POR PCR 
COLCAN;6189;;JOUBERT SINDROME - 22 GENES: AHI1, ARL13B, CC2D2A, CEP290, CEP41, CSPP1, INPP5E, KIF7, NPHP1, OFD1, PDE6D, RPGRIP1L, TCTN1, TCTN2, TCTN3, TMEM138, TMEM216, TMEM231, TMEM237, TMEM67, TTC21B, ZNF423
COLCAN;6197;;LACOSAMIDA
COLCAN;6209;;LEGIONELLA PNEUMOPHILA: DETECCION POR PCR EN TIEMPO REAL
COLCAN;6211;;LEISHMANIA POR PCR
COLCAN;6218;;LEUCODISTROFIA METACROMATICA  - GEN ARSA - SECUENCIACION COMPLETA
COLCAN;6221;;LEVODOPA EN SUERO
COLCAN;6222;;LEVOFLOXACINA
COLCAN;6226;;LI FRAUMENI SINDROME - 4 GENES: TP53, CHEK2, POT1, DICER1
COLCAN;6227;;LIDOCAINA EN SUERO
COLCAN;6234;;"LINFOMA FOLICULAR: ESTUDIO DEL GEN BCL2, ANALISIS DE LA TRANSLOCACION T (14;18) POR PCR"
COLCAN;6248;;LORAZEPAN NIVELES SERICOS  
COLCAN;6256;;MALABSORCIÓN DE GLUCOSA-GALACTOSA. GEN SLC5A1 - SECUENCIACION  COMPLETA.
COLCAN;6262;;MARFAN SINDROME Y AORTOPATIAS RELACIONADAS - 5 GENES: COL3A1, FBN1, FBN2, SMAD3, TGFBR2
COLCAN;6265;;MASTOCITOSIS SISTEMICA - MUTACION (D816V) GEN C-KIT
COLCAN;6266;;MELANOMA, BRAF V600, MUTACION
COLCAN;6268;;MELORREOSTOSIS - GEN LEMD3 - SECUENCIACION COMPLETA
COLCAN;6286;;METOTREXATE: NIVELES SERICOS
COLCAN;6294;;MICRODELECION DEL CROMOSOMA Y - GEN SRY - MLPA
COLCAN;6295;;MICROFTALMIA TIPO LENZ - GEN BCOR - SECUENCIACION  COMPLETA.
COLCAN;6298;;MIGRAÑA HEMIPLEJICA FAMILIAR TIPO 1 - GEN CACNA1A -SECUENCIACION COMPLETA.
COLCAN;6300;;MIOCARDIOPATIA HIPERTROFICA - 5 GENES: PRKAG2, ACTN2, MYBPC3, MYH7, VCL
COLCAN;6304;;MIOPATIA NEMALINICA - GEN ACTA1. SECUENCIACION COMPLETA
COLCAN;6305;;MITOTANE  NIVELES SERICOS ( LISODREN )
COLCAN;6308;;MUCOPOLISACARIDOS: PERFIL COMPLETO  ( ALBÚMINA ÁCIDA + CPC + DMB+ ELECTROFORESIS )
COLCAN;6309;;MUCOPOLISACARIDOSIS - 11 GENES: ARSB, GALNS, GLB1, GNS, BUSB, HGSNAT, HYAL1, IDS, IDUA, NAGLU, SGSH
COLCAN;6310;;MUCOPOLISACARIDOSIS TIPO IV B - GEN  GLB1 - SECUENCIACION COMPLETA.
COLCAN;6311;;MUCOPOLISACARIDOSIS TIPO IVA - ENFERMEDAD DE MORQUIO TIPO A - GEN GALNS - SECUENCIACION COMPLETA.
COLCAN;6315;;MUTACION - MPL W515L, W515K  - SÍNDROME MIELOPROLIFERATIVO CRÓNICO (SMC) -  SCREENING
COLCAN;6316;;MUTACION ANALISIS DEL GEN NPM (EXON 12), NUCLEOFOSMINA 
COLCAN;6317;;MUTACIÓN CUALITATIVA - MPL W515 Y MPL S505
COLCAN;6318;;MUTACION DEL FACTOR DE CRECIMIENTO EPIDERMICO (EGFR)  (EXONES 18-21 )
COLCAN;6319;;MUTACION PUNTUAL SIMPLE 
COLCAN;6320;;MUTACIONES EN ALK (EXONES 21 AL 28) - NEUROBLASTOMA
COLCAN;6321;;MUTACIONES EN CEBPA
COLCAN;6322;;MUTACIONES EN GEN CTNNB1
DROGAS TERAPEUTICAS;500;;ACIDO VALPROICO
DROGAS TERAPEUTICAS;5173;;ALPRAZOLAM (XANAX) NIVELES SERICOS
DROGAS TERAPEUTICAS;501;;CLONAZEPAM(RIVOTRIL)
DROGAS TERAPEUTICAS;5503;;CLOZAPINA  
DROGAS TERAPEUTICAS;5600;;DIAZEPAM (VALIUM): NIVELES SERICOS
DROGAS TERAPEUTICAS;2445;;DIFENILHIDANTOINA (FENITOINA - EPAMIN)
DROGAS TERAPEUTICAS;1021;;FENILALANINA/TIROSINA
DROGAS TERAPEUTICAS;498;;FENOBARBITAL
DROGAS TERAPEUTICAS;492;;LAMOTRIGINA . NIVELES SERICO
DROGAS TERAPEUTICAS;488;;LEVETIRACETAN. NIVELES SERICOS
DROGAS TERAPEUTICAS;502;;OXCARBAZEPINA Y METABOLITOS
DROGAS TERAPEUTICAS;6861;;SALICILATOS CUANTITATIVOS EN SANGRE
DROGAS TERAPEUTICAS;533;;SIROLIMUS. NIVELES SANGUINEO
DROGAS TERAPEUTICAS;2446;;SIRULIMUS
DROGAS TERAPEUTICAS;493;;TACROLIMUS NIVELES SANGUINEO
DROGAS TERAPEUTICAS;495;;TEOFILINA
ELECTROFORESIS;506;;BANDAS OLIGOCLONALES (LCR)
ELECTROFORESIS;5671;;ELECTROFORESIS  ACIDA DE HEMOGLOBINA
ELECTROFORESIS;5672;;ELECTROFORESIS  DE  PROTEINAS SERICAS (TECNICA CAPILAR)
ELECTROFORESIS;5673;;ELECTROFORESIS ALCALINA DE  HEMOGLOBINA (TECNICA CAPILAR)
ELECTROFORESIS;5674;;ELECTROFORESIS ALTA RESOLUCION DE PROTEINAS EN ORINA
ELECTROFORESIS;2394;;ELECTROFORESIS DE CK 
ELECTROFORESIS;5675;;ELECTROFORESIS DE HEMOGLOBINA POR TECNICA CAPILAR 
ELECTROFORESIS;510;;ELECTROFORESIS DE LIPOPROTEINA
ELECTROFORESIS;507;;ELECTROFORESIS DE PROTEINA
ELECTROFORESIS;5676;;ELECTROFORESIS DE PROTEINAS EN LCR (ISOELECTROENFOQUE)
ELECTROFORESIS;505;;ELECTROFORESIS DE TRANSFERRINA (CDG)
ELECTROFORESIS;508;;ELECTROFORESIS EN LCR
ELECTROFORESIS;5968;;HEMOGLOBINA FETAL CUANTITATIVA (ELECTROFORESIS CAPILAR) 
ELECTROFORESIS;5969;;HEMOGLOBINA GLICOSILADA A1C (ELECTROFORESIS CAPILAR)
ELECTROFORESIS;1508;;INMUNOELECTROFORESIS DE PROTEINAS
ELECTROFORESIS;511;;INMUNOFIJACION DE INMUNOGLOBULINAS
ELECTROFORESIS;513;;INMUNOFIJACION EN LCR
ELECTROLITOS Y MINERALES;5176;;ALUMINIO EN SUERO
ELECTROLITOS Y MINERALES;5305;;BARIO
ELECTROLITOS Y MINERALES;5331;;BISMUTO EN SANGRE
ELECTROLITOS Y MINERALES;5349;;BROMURO EN SUERO
MARCADORES CARDIACOS;1079;270026;CEA
ELECTROLITOS Y MINERALES;5376;;CALCIO BARRERA DE VOLTAJE, AUTOANTICUERPOS IGG
ELECTROLITOS Y MINERALES;1601;;CALCIO IONICO
ELECTROLITOS Y MINERALES;1603;;CLORO
ELECTROLITOS Y MINERALES;992;;CLORO LCR
ELECTROLITOS Y MINERALES;5505;;COBALTO EN SANGRE
ELECTROLITOS Y MINERALES;5506;;COBALTO EN SUERO 
ELECTROLITOS Y MINERALES;1117;;COBRE EN SANGRE
ELECTROLITOS Y MINERALES;5562;;CROMO EN AGUA
ELECTROLITOS Y MINERALES;5564;;CROMO EN SANGRE
ELECTROLITOS Y MINERALES;5730;;ESTAÑO, SANGRE TOTAL 
ELECTROLITOS Y MINERALES;2397;;FENA
ELECTROLITOS Y MINERALES;1602;;FOSFORO
ELECTROLITOS Y MINERALES;1707;;FRACCION EXCRETORA DE SODIO
ELECTROLITOS Y MINERALES;1573;;MAGNESIO
ELECTROLITOS Y MINERALES;6260;;MANGANESO EN SANGRE 
ELECTROLITOS Y MINERALES;1114;;MANGANESO SERICO
ELECTROLITOS Y MINERALES;1115;;MERCURIO
ELECTROLITOS Y MINERALES;6364;;NIQUEL  EN SANGRE
ELECTROLITOS Y MINERALES;1118;;PLATINO
ELECTROLITOS Y MINERALES;1605;;POTASIO
ELECTROLITOS Y MINERALES;1618;;POTASIO POST
ELECTROLITOS Y MINERALES;1116;;SELENIO NIVELES SERICOS
ELECTROLITOS Y MINERALES;1604;;SODIO
ELECTROLITOS Y MINERALES;7016;;TALIO EN SANGRE 
ELECTROLITOS Y MINERALES;7028;;TIOCIANATOS EN SUERO
ELECTROLITOS Y MINERALES;7031;;TITANIO EN SUERO
ELECTROLITOS Y MINERALES;7033;;TOLUENO EN SANGRE
ELECTROLITOS Y MINERALES;7117;;YODO SERICO
ELECTROLITOS Y MINERALES;7120;;ZINC EN SUERO
ENZIMAS;5089;;ACIDO GLUTAMICO DECARBOXILASA (ANTI-GAD)
ENZIMAS;1627;;ALDOLASA
INMUNOLOGIA;1650;270050;COMPLEMENTO C3
ENZIMAS;5188;;AMILASA: LÍQUIDO PANCREÁTICO
ENZIMAS;1015;;BETA GALACTOSIDASA
ENZIMAS;1016;;BETA GLUCORONIDASA
ENZIMAS;2458;;BIOTINIDASA
ENZIMAS;5512;;COENZIMA Q10
ENZIMAS;1622;;COLINESTERASA
ENZIMAS;5599;;DIAMINOXIDASA ACTIVIDAD ( DAO ) 
ENZIMAS;5670;;ELASTASA PANCREATICA
ENZIMAS;5699;;ENOLASA NEURONAL ESPECIFICA EN LCR
ENZIMAS;5700;;ENOLASA NEURONAL ESPECIFICA EN SUERO
MARCADORES CARDIACOS;1082;270058;CA 125
ENZIMAS;5870;;FOSFATASA ALCALINA:ISOENZIMAS (OSEA,HEPATICA,INTESTINAL)
ENZIMAS;940;;GALACTOCEREBROSIDASA B-GALACTOSIDASA
ENZIMAS;1027;;GALACTOSA PLASMA
MARCADORES CARDIACOS;1083;270068;CA 19-9
MARCADORES CARDIACOS;1081;270071;CA 15-3
HORMONAS;734;270088;ANTI TIROGLOBULINA  (ATG)
ENZIMAS;1110;;HEXOSAMINADASA A
ENZIMAS;1111;;HEXOSAMINADASA TOTAL
ENZIMAS;6080;;HLA CLASE I Y II ( A, B, C, DRB, DQB1)
ESPECIAL;733;270089;MICROSOMALES ANTICUERPOS  (ATPO)
ENZIMAS;6244;;LISOZIMA EN SUERO
ENZIMAS;6283;;METILEN TETRAHIDROFOLATO REDUCTASA (MTHFR) - MUTACION  (A1298C)
ENZIMAS;6284;;METILEN TETRAHIDROFOLATO REDUCTASA (MTHFR)- MUTACION DEL GEN C677
ENZIMAS;6458;;PLASMINOGENO ACTIVIDAD
ENZIMAS;6553;;QUITOTRIOSIDASA
ENZIMAS;1616;;TGO
ENZIMAS;1617;;TGP
ENZIMAS;7067;;TRIPSINA EN SUERO
ENZIMAS;7068;;TRIPTASA
ESPECIAL;5070;;7- DEHIDROCOLESTEROL
ESPECIAL;1769;;ACETIL COLINESTERASA ERITROCITARIA
ESPECIAL;5072;;ACETILCOLINA RECEPTORES: AC. BLOQUEADORES 
ESPECIAL;5073;;ACETILCOLINA RECEPTORES: AC. FIJADORES 
ESPECIAL;5074;;ACETILCOLINA RECEPTORES: AC. MODULADORES 
ESPECIAL;5075;;ACETILCOLINA RECEPTORES: ANTICUERPOS TOTALES
ESPECIAL;5076;;ACETILCOLINESTERASA EN LIQUIDO AMNIOTICO
ESPECIAL;5124;;ACIDURIA LACTICA Y TRASTORNOS DEL METABOLISMO DE PIRUVATO - 86 GENES: ACAD9, ADCK3, AGK, ALDH2, ATP5E, ATPAF2, BCS1L, BOLA3, COQ2, COQ9, COX10, COX14, COX15, COX6B1, DARS2, DGUOK, DLAT, DLD, DNM1L, EARS2, FARS2, ETFA, ETFB, ETFDH, ETHE1, FBP1, FH, G6PC, GFM1, GYS2, HILCS, ISCU, LIAS, LRPRRC, MPC1, MPC2, MRPS16, MRPS22, MTO1, NDUFA9, NDUFA11, NDUFAF1, NDUFAF3, NDUFAF4, NDUFAF5, NDUFAF6, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NFU1, PC, PCK2, PDHA1, PDHB, PDHX, PDP1, PDSS1, PDSS2, POLG, PUS1, RMND1, RRM2B, SCO2, SERC1, SLC25A3, SLC25A4, SLC37A4, SUCLA2, SUCLG1, SURF1, TAZ, TIMM44, TK2, TMEM70, TPK1, TRMU, TSFM, TUFM, TYMP, UQCRB, YARS2 (86 GENES)
ESPECIAL;5130;;ACTION ONCOPANEL DX 
ESPECIAL;5132;;ADDIS RECUENTO MINUTADO
ESPECIAL;5133;;ADENOSIN DEAMINASA (ADA)
ESPECIAL;5141;;ADIPONECTINA
ESPECIAL;5155;;ALFA - N-ACETIL NEURAMINIDASA EN LEUCOCITOS
ESPECIAL;5156;;ALFA 1 ANTITRIPSINA 
ESPECIAL;5161;;ALFA 2 ANTIPLASMINA FUNCIONAL
ESPECIAL;5162;;ALFA 2 MACROGLOBULINA
ESPECIAL;5169;;ALFA FUCOSIDASA EN LEUCOCITOS (FUCOSIDOSIS)
ESPECIAL;5164;;ALFA GALACTOSIDASA EN LEUCOCITOS (ENF. DE FABRY)
ESPECIAL;5165;;ALFA GLUCOSIDASA EN LEUCOCITOS (MALTASA ACIDA/ENF. DE POMPE)
ESPECIAL;5166;;ALFA HIDROXIBUTIRICO DESHIDROGENASA
ESPECIAL;5170;;ALFA IDURONIDASA EN LEUCOCITOS
ESPECIAL;5167;;ALFA MANOSIDASA EN LEUCOCITOS (MANOSIDOSIS)
ESPECIAL;5168;;ALFA N-ACETIL GLUCOSAMINIDASA EN LEUCOCITOS (SANFILIPPO TIPO B)
ESPECIAL;5189;;AMILOIDE A (SAA-1) SUERO
ESPECIAL;5190;;AMINOACIDOS CUANTITATIVOS EN LCR. (HPLC)
ESPECIAL;5193;;AMINOACIDOS CUANTITATIVOS EN SANGRE (HPLC-21 AMINOACIDOS)
ESPECIAL;5194;;AMINOACIDOS CUANTITATIVOS EN SANGRE. (HPLC-42 AMINOACIDOS)
ESPECIAL;5195;;AMIODARONA  NIVELES SÉRICOS
ESPECIAL;5197;;ANALISIS MITOCONDRIAL / METABÓLICO® - MITOMET PLUS (MICROARREGLOS)
ESPECIAL;5199;;ANCAS AC.(AC.ANTICITOPLASMA-NEUTROFILO)(IFI)
ESPECIAL;5214;;ANGIOTENSINA II
ESPECIAL;395;;ANTI DNA DS- IF
ESPECIAL;660;;ANTICOAGULANTE LÚPICO
ESPECIAL;5218;;ANTICOAGULANTES CIRCULANTES (PTT CRUZADO)
ESPECIAL;5219;;ANTICUERPOS  ANTI  PM  SCL  (PM-1)
ESPECIAL;5220;;ANTICUERPOS ANTI (LA) SSB
ESPECIAL;5221;;ANTICUERPOS ANTI (RO) SSA
ESPECIAL;5222;;ANTICUERPOS ANTI DNA (DOBLE CADENA) (IFI)
ESPECIAL;5223;;ANTICUERPOS ANTI JO-1
ESPECIAL;5224;;ANTICUERPOS ANTI MOG (GLICOPROTEÍNA DE MIELINA DE OLIGODENDROCITO)
ESPECIAL;5225;;ANTICUERPOS ANTI RNP
ESPECIAL;5226;;ANTICUERPOS ANTI SCL 70 (TOPOISOMERASA 1)
ESPECIAL;5227;;ANTICUERPOS ANTI SM
ESPECIAL;5228;;ANTICUERPOS ANTICEMENTO INTERCELULAR - PENFIGO (DESMOSOMAS ANTICUERPOS)
ESPECIAL;5229;;ANTICUERPOS ANTICENTROMERO
ESPECIAL;5231;;ANTICUERPOS ANTIESPERMATOZOIDE
ESPECIAL;5232;;ANTICUERPOS ANTI-FOSFOLIPASA A2  (PLA2R)
ESPECIAL;5233;;ANTICUERPOS ANTI-MDA5 (CADM140)
ESPECIAL;5237;;ANTICUERPOS ANTI-SINTETASA (MI-2, KU, PM 100, PM 75, JO 1, SRP, PL7, PL12, EJ, OJ)
ESPECIAL;5240;;ANTICUERPOS HETEROFILOS
ESPECIAL;5242;;ANTIDEPRESIVOS TRICICLICOS : CUANTITATIVOS
ESPECIAL;5244;;ANTIESTREPTOLISINAS (CUANTITATIVAS-LATEX)
ESPECIAL;5246;;ANTI-FACTOR X ACTIVADO (HEPARINA DE BAJO PESO MOLECULAR)
ESPECIAL;5252;;ANTIGENO SOLUBLE DE HIGADO (SLA)
ESPECIAL;5258;;APOLIPOPROTEINA C3
ESPECIAL;5260;;APT TEST (HB MATERNA/FETAL)
ESPECIAL;5263;;ARILSULFATASA A EN LEUCOCITOS
ESPECIAL;5264;;ARILSULFATASA A EN SUERO
ESPECIAL;5265;;ARILSULFATASA B EN LEUCOCITOS
ESPECIAL;5273;;ASCA AC. IGA SACCHAROMYCES CEREVISIAE (ENF. DE CROHN)
ESPECIAL;5274;;ASCA AC. IGG SACCHAROMYCES CEREVISIAE (ENF. DE CROHN)
ESPECIAL;5275;;ASCA PANEL. AC. IGG E IGA SACCHAROMYCES CEREVISIAE 
ESPECIAL;5276;;ASPERGILLUS ANTICUERPOS TOTALES (FLAVUS,  FUMIGATUS, NIGER)
ESPECIAL;5284;;ATAXIA DE FRIEDREICH GEN FXN. DETECCIÓN EXPANSIÓN GAA MEDIANTE PCR
ESPECIAL;5286;;ATAXIA ESPINOCEREBELOSA (SCA) TIPO 6 - GEN CACNA1A - DETECCION EXPANSION CAG MEDIANTE PCR
ESPECIAL;5288;;ATAXIA ESPINOCEREBELOSA, PANEL 1 (SCA1, SCA2, SCA3, SCA6, SCA7) SCREENING
ESPECIAL;5290;;ATAXIA ESPINOCEREBELOSA, PANEL 3 (SCA1, SCA2, SCA3, SCA6, SCA7, SCA8, SCA10, SCA 12, SCA17,DRPLA) SCREENING
ESPECIAL;5307;;BARTONELLA HENSELAE (ARAÑAZO DE GATO) ANTICUERPOS IGM
ESPECIAL;5308;;BARTONELLA QUINTANA  ANTICUERPOS IGG
ESPECIAL;5309;;BARTONELLA QUINTANA  ANTICUERPOS IGM
ESPECIAL;962;;BCR/ABL CUANTIFICACIÓN TRANSLOCACIÓN (RT-PCR)
ESPECIAL;5313;;BETA 2 GLICOPROTEINA 1 IGG
ESPECIAL;5314;;BETA 2 GLICOPROTEINA 1 IGM
ESPECIAL;5317;;BETA 2 TRANSFERRINA
ESPECIAL;5318;;BETA HIDROXIBUTIRATO
ESPECIAL;5319;;BETA TALASEMIA ( BETA GLOBINA) -  GEN HBB - SECUENCICACION COMPLETA 
ESPECIAL;5320;;BETAGALACTOSIDASA EN LEUCOCITOS
ESPECIAL;5321;;BETAGALACTOSIL CERAMIDASA EN LEUCOCITOS (GALACTOCEREBROSIDASA)
ESPECIAL;5322;;BETAGLUCORONIDASA EN LEUCOCITOS
ESPECIAL;5323;;BETAGLUCOSIDASA EN LEUCOCITOS  (GLUCOCEREBROSIDASA)
ESPECIAL;5324;;BETA-GONADOTROPINA CORIONICA INTACTA (HCG-B)
ESPECIAL;5332;;BLASTOMYCES ANTICUERPOS (DOBLE INMUNODIFUSIÓN)
ESPECIAL;5334;;BLOQUEADORES ANTICUERPOS (ALOINMUNIDAD)
ESPECIAL;5338;;BORDETELLA PERTUSSIS: ANTICUERPOS IGG
ESPECIAL;5339;;BORDETELLA PERTUSSIS: ANTICUERPOS IGM
ESPECIAL;5340;;BORRELIA BURGDORFERI (ENF. DE LYME) DNA, LCR
