id;.id;default_code;name;categ_id/name;categ_id/display_name;standard_price;price;list_price;lst_price;default_code
__export__.product_template_123197_5b92e08a;123197;130212010M;MAGLUMI PlGF (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130212010M
__export__.product_template_123003_ee67076f;123003;130612010M;MAGLUMI PlGF (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130612010M
__export__.product_template_122609_fe8c7563;122609;130201023M;MAGLUMI ProGRP (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130201023M
__export__.product_template_122610_3af0788b;122610;130601023M;MAGLUMI ProGRP (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130601023M
__export__.product_template_123309_3d2c5a68;123309;130201523M;MAGLUMI ProGRP (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130201523M
__export__.product_template_123079_3a08055c;123079;130601523M;MAGLUMI ProGRP (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130601523M
__export__.product_template_123186_b7694764;123186;130252009M;MAGLUMI Progesterone (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130252009M
__export__.product_template_122908_3b722184;122908; 130652009M;MAGLUMI Progesterone (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;30.57268187;0;1;1; 130652009M
__export__.product_template_122631_5845ac85;122631;130205004M;MAGLUMI Proinsulin (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130205004M
__export__.product_template_122632_420dc722;122632;130605004M;MAGLUMI Proinsulin (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130605004M
__export__.product_template_123322_ada99c97;123322;130255004M;MAGLUMI Proinsulin (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130255004M
__export__.product_template_123088_594c08fc;123088;130655004M;MAGLUMI Proinsulin (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130655004M
__export__.product_template_123185_e316240f;123185;130252006M;MAGLUMI Prolactin (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130252006M
__export__.product_template_122907_0fa3897f;122907;130652006M;MAGLUMI Prolactin (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;34.58269865;0;1;1;130652006M
__export__.product_template_122730_cbca9241;122730;130209002M;MAGLUMI PⅢP N-P (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130209002M
__export__.product_template_122731_48347d08;122731;130609002M;MAGLUMI PⅢP N-P (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130609002M
__export__.product_template_122968_791066b0;122968;1.30105E+11;MAGLUMI Reaction Cup (3*182cups)Apply to X8/X6/X3;CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;12.0276005;0;1;1;1.30105E+11
__export__.product_template_121705_eb5007e9;121705;630003;MAGLUMI Reaction Modules/Cubetas 1Box=6*64 SERIE M;CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;84.73593632;0;1;1;630003
__export__.product_template_122534_b147deb1;122534;130203010M;MAGLUMI Rev T3 (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130203010M
__export__.product_template_122535_d89084ad;122535;130603010M;MAGLUMI Rev T3 (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130603010M
__export__.product_template_122845_4672b30e;122845;130212003M;MAGLUMI Rubella IgG (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130212003M
__export__.product_template_122409_43a3c409;122409;130612003M;MAGLUMI Rubella IgG (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;50.20982229;0;1;1;130612003M
__export__.product_template_122853_7e480d35;122853;130212004M;MAGLUMI Rubella IgM (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130212004M
__export__.product_template_122410_7a2355f2;122410;130612004M;MAGLUMI Rubella IgM (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;53.18;0;1;1;130612004M
__export__.product_template_122595_870c1f46;122595;130201017M;MAGLUMI S-100 (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130201017M
__export__.product_template_122596_8914b0af;122596;130601017M;MAGLUMI S-100 (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130601017M
__export__.product_template_123032_421a770b;123032;130651017M;MAGLUMI S-100 (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130651017M
__export__.product_template_123213_2ad3dfcd;123213;130251017M;MAGLUMI S100 (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130251017M
__export__.product_template_123469_4429a192;123469;130219026M;MAGLUMI SARS-CoV-2 Ag (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130219026M
__export__.product_template_123042_54ed3303;123042;130619026M;MAGLUMI SARS-CoV-2 Ag (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130619026M
__export__.product_template_123470_ce2be857;123470;130219027M;MAGLUMI SARS-CoV-2 Neutralizing Antibody (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130219027M
__export__.product_template_123041_150d792f;123041;130619027M;MAGLUMI SARS-CoV-2 Neutralizing Antibody (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130619027M
__export__.product_template_123468_457e27c2;123468;130219017M;MAGLUMI SARS-CoV-2 S-RBD IgG (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130219017M
__export__.product_template_123043_200b2160;123043;130619017M;MAGLUMI SARS-CoV-2 S-RBD IgG (CLIA)2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130619017M
__export__.product_template_123471_5729c632;123471;130269017M;MAGLUMI SARS-CoV-2 S-RBD IgG II (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130269017M
__export__.product_template_123040_45805b36;123040;130669017M;MAGLUMI SARS-CoV-2 S-RBD IgG II (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130669017M
__export__.product_template_122601_fe556746;122601;130201018M;MAGLUMI SCCA (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130201018M
__export__.product_template_122602_2245ea7e;122602;130601018M;MAGLUMI SCCA (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130601018M
__export__.product_template_123035_c6bbd355;123035;130601041M;MAGLUMI SCCA (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130601041M
__export__.product_template_122572_2772e8bf;122572;130202015M;MAGLUMI SHBG (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130202015M
__export__.product_template_122573_c4b87772;122573;130602015M;MAGLUMI SHBG (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130602015M
__export__.product_template_123195_f9ead36c;123195;130202515M;MAGLUMI SHBG (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130202515M
__export__.product_template_122988_92b137c2;122988;130602515M;MAGLUMI SHBG (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130602515M
__export__.product_template_123007_b8e86344;123007;130299038M;MAGLUMI Sample Diluent/0.9%NaCl;CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;0;0;1;1;130299038M
__export__.product_template_123008_42b5e180;123008;130299039M;MAGLUMI Sample Diluent/NaCl;;;;;;;130299039M
__export__.product_template_123005_631a9ae9;123005;130299036M;MAGLUMI Sample Diluent/Tampón PBS;;;;;;;130299036M
__export__.product_template_123006_abfec727;123006;130299037M;MAGLUMI Sample Diluent/Tampón PBS;;;;;;;130299037M
__export__.product_template_123004_57c80125;123004;130299031M;MAGLUMI Sample Extraction Solution;CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;0;0;1;1;130299031M
__export__.product_template_123373_1c040b59;123373;130216005M;MAGLUMI Serum Amyloid A (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130216005M
__export__.product_template_123101_97dfc4e4;123101;130616005M;MAGLUMI Serum Amyloid A (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130616005M
__export__.product_template_122649_e3c9fe9a;122649;130299004M;MAGLUMI Starter  1+2 (1Box=2*230ml) SERIE M/X3;CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;29.16940548;0;1;1;130299004M
__export__.product_template_122427_16f6b67f;122427;130299027M;MAGLUMI Starter 1+2 (1Box=2*1.5L) X6/X8;CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;167.6108;0;1;1;130299027M
__export__.product_template_122749_9167a1cd;122749;130219003M;MAGLUMI Syphilis (CLIA) 1G/100 tests ;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130219003M
__export__.product_template_122750_e5af5cb5;122750;130619003M;MAGLUMI Syphilis (CLIA) 1G/50 tests ;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130619003M
__export__.product_template_123467_65ae3499;123467;130269003M;MAGLUMI Syphilis (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130269003M
__export__.product_template_123044_9c39cc6c;123044;130669003M;MAGLUMI Syphilis (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130669003M
__export__.product_template_122431_c8d6d6ea;122431;130299007M;MAGLUMI System Tubing Cleaning Solution(1Box=1Bottle=1*500ml);CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;60.2712;0;1;1;130299007M
__export__.product_template_123182_32852044;123182;130203014M ;MAGLUMI T-Uptake (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130203014M 
__export__.product_template_123172_8346d565;123172;130603014M ;MAGLUMI T-Uptake (CLIA)2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130603014M 
__export__.product_template_122328_dd638b02;122328;130603003M;MAGLUMI T3 (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;28.1495;0;1;1;130603003M
__export__.product_template_122972_bbdad02b;122972;130653003M;MAGLUMI T3 (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;31.9282;0;1;1;130653003M
__export__.product_template_122524_77afbf82;122524;130203002M;MAGLUMI T4 (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130203002M
__export__.product_template_121699_fa859dad;121699;130603002M;MAGLUMI T4 (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;28.1495;0;1;1;130603002M
__export__.product_template_122973_5ae21f71;122973;130653002M;MAGLUMI T4 (CLIA) 2G/50 tests ;REACTIVO;All / INMUNOLOGIA / REACTIVO;31.9282;0;1;1;130653002M
__export__.product_template_122540_a7fe8bb1;122540;130203006M;MAGLUMI TG (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130203006M
__export__.product_template_122424_52fa198c;122424;130603006M;MAGLUMI TG (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130603006M
__export__.product_template_122536_0d4853ed;122536;130203007M;MAGLUMI TGA (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130203007M
__export__.product_template_122412_6520207e;122412;130603007M;MAGLUMI TGA (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0.01;0;1;1;130603007M
__export__.product_template_122538_508931e6;122538;130203008M;MAGLUMI TMA (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130203008M
__export__.product_template_122539_750a6ea0;122539;130603008M;MAGLUMI TMA (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130603008M
__export__.product_template_123374_053492cf;123374; 130216006M;MAGLUMI TNF-α (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1; 130216006M
__export__.product_template_123102_3751785b;123102;130616006M;MAGLUMI TNF-α (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130616006M
__export__.product_template_123308_5b5b5d4e;123308;130201043M;MAGLUMI TPA (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130201043M
__export__.product_template_123078_87335218;123078;130601043M;MAGLUMI TPA (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130601043M
__export__.product_template_122607_03010113;122607;130201007M;MAGLUMI TPA-snibe (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130201007M
__export__.product_template_122608_c54be70a;122608;130601007M;MAGLUMI TPA-snibe (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130601007M
__export__.product_template_122543_599b66f3;122543;130203009M;MAGLUMI TRAb (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130203009M
__export__.product_template_122544_aa95b45b;122544;130603009M;MAGLUMI TRAb (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130603009M
__export__.product_template_123180_b45fa0c8;123180;130253009M;MAGLUMI TRAb (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130253009M
__export__.product_template_122980_f8450448;122980;130653009M;MAGLUMI TRAb (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;50.4316;0;1;1;130653009M
__export__.product_template_122532_155bcc24;122532;130203001M;MAGLUMI TSH (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130203001M
__export__.product_template_122656_5f74dea2;122656;130603001M;MAGLUMI TSH (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;32.9038;0;1;1;130603001M
__export__.product_template_122901_ffef53bb;122901;130203023M;MAGLUMI TSH (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;74.6259;0;1;1;130203023M
__export__.product_template_122974_7e3fd186;122974;130603023M;MAGLUMI TSH (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;42.512;0;1;1;130603023M
__export__.product_template_123439_31995867;123439;130257003M;MAGLUMI Tacrolimus (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130257003M
__export__.product_template_123168_a7beb31b;123168;130657003M;MAGLUMI Tacrolimus (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130657003M
__export__.product_template_122557_5bd893ab;122557;130202010M;MAGLUMI Testosterone (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130202010M
__export__.product_template_122423_33041dd9;122423;130602010M;MAGLUMI Testosterone (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;67.03;0;1;1;130602010M
__export__.product_template_123188_0f3c324d;123188;130252010M;MAGLUMI Testosterone (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130252010M
__export__.product_template_122910_8e4a84b2;122910;130652010M;MAGLUMI Testosterone (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;37.40965785;0;1;1;130652010M
__export__.product_template_123179_459aeb3d;123179;130253006M;MAGLUMI Thyroglobulin (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130253006M
__export__.product_template_122979_49c2a50d;122979;130653006M;MAGLUMI Thyroglobulin (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;37.6695;0;1;1;130653006M
__export__.product_template_123023_f758a7ea;123023;1.30208E+11;MAGLUMI Tip (20×192 Tips)Aplicar a X6 con módulo de pipeteo hidráulico (HPM);CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;0;0;1;1;1.30208E+11
__export__.product_template_122584_b033f197;122584;130201004M;MAGLUMI Total PSA (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130201004M
__export__.product_template_122655_dee5cbd7;122655;130601004M;MAGLUMI Total PSA (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;48.3251;0;1;1;130601004M
__export__.product_template_123203_2a429e35;123203;130201034M;MAGLUMI Total PSA (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130201034M
__export__.product_template_122915_182d8c9d;122915;130601034M;MAGLUMI Total PSA (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;28.23996334;0;1;1;130601034M
__export__.product_template_123173_fe7d027d;123173;130253003M;MAGLUMI Total T3 (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130253003M
__export__.product_template_123174_dd0acd10;123174;130253002M;MAGLUMI Total T4 (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130253002M
__export__.product_template_123189_ab7ace1f;123189;130252003M;MAGLUMI Total β HCG (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130252003M
__export__.product_template_122911_d81af9de;122911; 130652003M;MAGLUMI Total β HCG (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;36.2277;0;1;1; 130652003M
__export__.product_template_122847_cb8b968d;122847;130212001M;MAGLUMI Toxo IgG (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130212001M
__export__.product_template_122333_53e0e081;122333;130612001M;MAGLUMI Toxo IgG (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;47.24871985;0;1;1;130612001M
__export__.product_template_122851_ee665f48;122851;130212002M;MAGLUMI Toxo IgM (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130212002M
__export__.product_template_122411_d633afa4;122411;130612002M;MAGLUMI Toxo IgM (CLIA) 1G/50 Tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;53.18;0;1;1;130612002M
__export__.product_template_122678_1be7d059;122678;130206002M;MAGLUMI Troponin I (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130206002M
__export__.product_template_122679_a16ea8a4;122679;130606002M;MAGLUMI Troponin I (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;91.1622;0;1;1;130606002M
__export__.product_template_123190_a191f131;123190;130252008M;MAGLUMI Unconjugated Estriol (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130252008M
__export__.product_template_123171_8e3cadbc;123171;130652008M;MAGLUMI Unconjugated Estriol (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130652008M
__export__.product_template_122671_cfcf9895;122671;130213002M;MAGLUMI Vitamin B12 (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130213002M
__export__.product_template_122425_4397253f;122425;130613002M;MAGLUMI Vitamin B12 (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130613002M
__export__.product_template_123383_866b6207;123383;130263002M;MAGLUMI Vitamin B12 (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130263002M
__export__.product_template_123112_272644ab;123112;130663002M;MAGLUMI Vitamin B12 (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130663002M
__export__.product_template_123133_d3f32d37;123133;130299035M;MAGLUMI Wash Concentrate 1Box=1x10L (X6/X8) ;CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;0;0;1;1;130299035M
__export__.product_template_122428_912f0ce6;122428;130299005M;MAGLUMI Wash Concentrate 1Box=1x714mL (SERIE M/X3);CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;11.20764782;0;1;1;130299005M
__export__.product_template_123026_634f5db7;123026;1.3021E+11;MAGLUMI Waste Bag (1Box=50 Pieces) (Apply to MAGLUMI X8 Analyzer for Tips);CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;0;0;1;1;1.3021E+11
__export__.product_template_123027_8d26cf5e;123027;1.3021E+11;MAGLUMI Waste Bag (1Box=50 Pieces) (Apply to MAGLUMI X8/X3/X6 Analyzer for Reaction Cups and X6 Analyzer for Tips );CONSUMIBLE;All / INMUNOLOGIA / CONSUMIBLE;0;0;1;1;1.3021E+11
__export__.product_template_122368_c0a6f383;122368;10101003301;MAGLUMI X3;INMUNOLOGIA;All / EQUIPOS / INMUNOLOGIA;20905.872;0;1;1;10101003301
__export__.product_template_122945_b1890258;122945;10101006601;MAGLUMI X6;INMUNOLOGIA;All / EQUIPOS / INMUNOLOGIA;0;0;1;1;10101006601
__export__.product_template_122946_9122a48a;122946;10101008801;MAGLUMI X8;INMUNOLOGIA;All / EQUIPOS / INMUNOLOGIA;0;0;1;1;10101008801
__export__.product_template_123388_f1df94b2;123388;130256002M;MAGLUMI cTnI (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130256002M
__export__.product_template_122921_2484da66;122921;130656002M;MAGLUMI cTnI (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;82.73244994;0;1;1;130656002M
__export__.product_template_122587_d138c571;122587;130201005M;MAGLUMI f-PSA (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130201005M
__export__.product_template_122654_c4a61315;122654;130601005M;MAGLUMI f-PSA (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;48.3251;0;1;1;130601005M
__export__.product_template_122561_0f39726a;122561;130202008M;MAGLUMI free Estriol (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130202008M
__export__.product_template_122562_bb7e6e6e;122562;130602008M;MAGLUMI free Estriol (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130602008M
__export__.product_template_122563_18916c55;122563;130202011M;MAGLUMI free Testosterone (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130202011M
__export__.product_template_122564_12947eff;122564;130602011M;MAGLUMI free Testosterone (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130602011M
__export__.product_template_122895_7727b94a;122895;130214002M;MAGLUMI free β-HCG (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130214002M
__export__.product_template_122896_2609f804;122896;130614002M;MAGLUMI free β-HCG (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130614002M
__export__.product_template_123207_110323ab;123207;130214005M;MAGLUMI free β-HCG (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130214005M
__export__.product_template_123009_dd902c89;123009;130614005M;MAGLUMI free β-HCG (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130614005M
__export__.product_template_123370_5b2134db;123370;130206023M;MAGLUMI hs-CRP (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130206023M
__export__.product_template_123097_23b75b5a;123097;130606023M;MAGLUMI hs-CRP (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130606023M
__export__.product_template_122688_25faf3a8;122688;130206014M;MAGLUMI hs-cTnI (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130206014M
__export__.product_template_122689_82f526bc;122689;130606014M;MAGLUMI hs-cTnI (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130606014M
__export__.product_template_123391_c7537b32;123391;130256014M;MAGLUMI hs-cTnI (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130256014M
__export__.product_template_123119_dc148e95;123119;130656014M;MAGLUMI hs-cTnI (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130656014M
__export__.product_template_123198_199b97a2;123198;130212011M;MAGLUMI sFlt-1 (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130212011M
__export__.product_template_123019_775a5f84;123019;130612011M;MAGLUMI sFlt-1 (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130612011M
__export__.product_template_123379_e8dfc0f5;123379;130211005M;MAGLUMI total P1NP (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130211005M
__export__.product_template_123107_5fa5a4a5;123107;130611005M;MAGLUMI total P1NP (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130611005M
__export__.product_template_123380_d7917166;123380;130211006M;MAGLUMI β-CTx (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130211006M
__export__.product_template_123109_d3ec8c7b;123109;130611006M;MAGLUMI β-CTx (CLIA) 2G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130611006M
__export__.product_template_122722_7c629178;122722;130204001M;MAGLUMI β2-MG (CLIA) 1G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130204001M
__export__.product_template_122723_c0b1670b;122723;130604001M;MAGLUMI β2-MG (CLIA) 1G/50 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130604001M
__export__.product_template_123402_78edc5fc;123402;130254001M;MAGLUMI β2-Microglobulin (CLIA) 2G/100 tests;REACTIVO;All / INMUNOLOGIA / REACTIVO;0;0;1;1;130254001M
