CATEGORIA;NOMBRE;REFERENCIA;UNIDAD;GENERACION
;MAGLUMI H.pylori IgA (CLIA) 2G/50 tests;130651028M;;
;MAGLUMI H.pylori IgG (CLIA) 2G/100 tests;130201521M;;
;MAGLUMI H.pylori IgG (CLIA) 2G/50 tests;130601521M;;
;MAGLUMI H.pylori IgM (CLIA) 1G/100 tests;130201027M;;
;MAGLUMI H.pylori IgM (CLIA) 1G/50 tests;130601027M;;
;MAGLUMI H.pylori IgM (CLIA) 2G/100 tests;130251027M;;
;MAGLUMI H.pylori IgM (CLIA) 2G/50 tests;130651027M;;
;MAGLUMI HA (CLIA) 1G/100 tests ;130209001M;;
;MAGLUMI HA (CLIA) 1G/50 tests;130609001M;;
;MAGLUMI HAV IgM (CLIA) 1G/100 tests ;130210008M;;
;MAGLUMI HAV IgM (CLIA) 1G/50 tests ;130610008M;;
;MAGLUMI HAV IgM (CLIA) 2G/100 tests;130210025M;;
;MAGLUMI HAV IgM (CLIA) 2G/50 tests;130610025M;;
;MAGLUMI HBeAg (CLIA) 1G/100 tests;130210003M;;
;MAGLUMI HBeAg (CLIA) 1G/50 tests ;130610003M;;
;MAGLUMI HBeAg (CLIA) 2G/100 tests;130210011M;;
;MAGLUMI HBeAg(CLIA) 2G/50 tests;130610011M;;
;MAGLUMI HBsAg (CLIA) 1G/100 tests;130210001M;;
;MAGLUMI HBsAg (CLIA) 1G/50 tests;130610001M;;
;MAGLUMI HBsAg (CLIA) 2G/100 tests;130210009M;;
;MAGLUMI HBsAg(CLIA) 2G/50 tests;130610009M;;
;MAGLUMI HCG/Î²-HCG (CLIA) 1G/100 tests;130202003M;;
;MAGLUMI HCG/Î²-HCG (CLIA) 1G/50 tests;130602003M;;
;MAGLUMI HE4 (CLIA) 1G/100 tests;130201025M;;
;MAGLUMI HE4 (CLIA) 1G/50 tests;130601025M;;
;MAGLUMI HE4 (CLIA) 2G/100 tests;130201525M;;
;MAGLUMI HE4 (CLIA) 2G/50 tests;130601525M;;
;MAGLUMI HER-2 (CLIA) 1G/100 tests;130201026M;;
;MAGLUMI HER-2 (CLIA) 1G/50 tests;130601026M;;
;MAGLUMI HER-2 (CLIA) 2G/100 tests;130201526M;;
;MAGLUMI HER-2 (CLIA) 2G/50 tests;130601526M;;
;MAGLUMI HIV Ab/Ag Combi (CLIA) (Add CE Mark) 2G/50 tests;130619008M;;
;MAGLUMI HIV Ab/Ag Combi (CLIA) 1G/100 tests;130219004M;;
;MAGLUMI HIV Ab/Ag Combi (CLIA) 1G/50 tests;130619004M;;
;MAGLUMI HIV Ab/Ag Combi (CLIA) 2G/100 tests;130219008M;;
;MAGLUMI HSV-1 IgG (CLIA) 2G/50 tests ;130612012M;;
;MAGLUMI HSV-1 IgM (CLIA) 2G/50 tests;130612013M ;;
;MAGLUMI HSV-1/2 IgG (CLIA) 1G/100 tests;130212007M;;
;MAGLUMI HSV-1/2 IgG (CLIA) 1G/50 tests;130612007M;;
;MAGLUMI HSV-1/2 IgG (CLIA) 2G/50 tests ;130662007M;;
;MAGLUMI HSV-1/2 IgM (CLIA) 1G/100 tests;130212009M;;
;MAGLUMI HSV-1/2 IgM (CLIA) 1G/50 tests;130612009M;;
;MAGLUMI HSV-1/2 IgM (CLIA) 2G/50 tests;130662009M;;
;MAGLUMI HSV-2 IgG (CLIA) 1G/100 tests;130212008M;;
;MAGLUMI HSV-2 IgG (CLIA) 1G/50 tests;130612008M;;
;MAGLUMI HSV-2 IgG (CLIA) 2G/100 tests;130262008M;;
;MAGLUMI HSV-2 IgG (CLIA) 2G/50 tests ;130662008M;;
;MAGLUMI HSV-2 IgM (CLIA) 2G/50 tests;130612014M;;
;MAGLUMI HTLV â… +â…¡ (CLIA) 1G/100 tests ;130219002M;;
;MAGLUMI HTLV â… +â…¡ (CLIA) 1G/50 tests;130619002M;;
;MAGLUMI Homocysteine (CLIA) 2G/100 tests;130206024M;;
;MAGLUMI Homocysteine (CLIA) 2G/50 tests;130606024M;;
;MAGLUMI Hyaluronic Acid (CLIA) 2G/100 tests;130259001M;;
;MAGLUMI Hyaluronic Acid (CLIA) 2G/50 tests;130659001M;;
;MAGLUMI IAA (CLIA) 1G/100 tests;130205003M;;
;MAGLUMI IAA (CLIA) 1G/50 tests;130605003M;;
;MAGLUMI IAA (CLIA) 2G/100 tests;130255003M;;
;MAGLUMI IAA (CLIA) 2G/50 tests;130655003M;;
;MAGLUMI ICA (CLIA) 1G/100 tests;130205006M;;
;MAGLUMI ICA (CLIA) 1G/50 tests;130605006M;;
;MAGLUMI ICA (CLIA) 2G/100 tests;130205506M;;
;MAGLUMI ICA (CLIA) 2G/50 tests;130605506M;;
;MAGLUMI IGF-I (CLIA) 1G/100 tests;130205007M;;
;MAGLUMI IGF-I (CLIA) 1G/50 tests;130605007M;;
;MAGLUMI IGF-I (CLIA) 2G/100 tests;130255007M;;
;MAGLUMI IGF-I (CLIA) 2G/50 tests;130655007M;;
;MAGLUMI IGFBP-3 (CLIA) 1G/100 tests;130298005M;;
;MAGLUMI IGFBP-3 (CLIA) 1G/50 tests;130698005M;;
;MAGLUMI IGFBP-3 (CLIA) 2G/100 tests;130298505M;;
;MAGLUMI IGFBP-3 (CLIA) 2G/50 tests;130698505M;;
;MAGLUMI IL-6 (CLIA) 1G/100 tests;130216004M;;
;MAGLUMI IL-6 (CLIA) 1G/50 tests;130616004M;;
;MAGLUMI IL-6 (CLIA) 2G/100 tests;130216504M;;
;MAGLUMI IL-6 (CLIA) 2G/50 tests;130616504M;;
;MAGLUMI IgA (CLIA) 2G/100 tests;130258004M;;
;MAGLUMI IgA (CLIA) 2G/50 tests;130658004M;;
;MAGLUMI IgA (serum analysis) (CLIA) 1G/100 tests ;130208003M;;
;MAGLUMI IgA (serum analysis) (CLIA) 1G/50 tests;130608003M;;
;MAGLUMI IgA (urine analysis) (CLIA) 1G/100 tests;130208004M;;
;MAGLUMI IgA (urine analysis) (CLIA) 1G/50 tests;130608004M;;
;MAGLUMI IgE (CLIA) 1G/100 tests ;130208001M;;
;MAGLUMI IgE (CLIA) 1G/50 tests;130608001M;;
;MAGLUMI IgE (CLIA) 2G/100 tests;130258001M;;
;MAGLUMI IgE (CLIA) 2G/50 tests;130658001M;;
;MAGLUMI IgG (CLIA) 2G/100 tests;130258005M;;
;MAGLUMI IgG (CLIA) 2G/50 tests;130658005M;;
;MAGLUMI IgG (serum analysis) (CLIA) 1G/100 tests  ;130208005M;;
;MAGLUMI IgG (serum analysis) (CLIA) 1G/50 tests ;130608005M;;
;MAGLUMI IgG (urine analysis) (CLIA) 1G/100 tests;130208006M;;
;MAGLUMI IgG (urine analysis) (CLIA) 1G/50 tests;130608006M;;
;MAGLUMI IgM (CLIA) 1G/100 tests;130208002M;;
;MAGLUMI IgM (CLIA) 1G/50 tests ;130608002M;;
;MAGLUMI IgM (CLIA) 2G/100 tests;130258002M;;
;MAGLUMI IgM (CLIA) 2G/50 tests;130658002M;;
;MAGLUMI Insulin (CLIA) 1G/100 tests;130205002M;;
;MAGLUMI Insulin (CLIA) 1G/50 tests;130605002M;;
;MAGLUMI Insulin (CLIA) 2G/100 tests;130255002M;;
;MAGLUMI Insulin (CLIA) 2G/50 tests;130655002M;;
;MAGLUMI Intact PTH (CLIA) 1G/100 tests;130211001M;;
;MAGLUMI Intact PTH (CLIA) 1G/50 tests;130611001M;;
;MAGLUMI Intact PTH (CLIA) 2G/100 tests;130261001M;;
;MAGLUMI Intact PTH (CLIA) 2G/50 tests;130661001M;;
;MAGLUMI LH (CLIA) 1G/100 tests;130202002M;;
;MAGLUMI LH (CLIA) 1G/50 tests;130602002M;;
;MAGLUMI LH (CLIA) 2G/100 tests;130252002M;;
;MAGLUMI LH (CLIA) 2G/50 tests;130652002M;;
;MAGLUMI Laminin (CLIA) 1G/100 tests;130209004M;;
;MAGLUMI Laminin (CLIA) 1G/50 tests;130609004M;;
;MAGLUMI Laminin (CLIA) 2G/100 tests;130259004M;;
;MAGLUMI Laminin (CLIA) 2G/50 tests;130659004M;;
;MAGLUMI Light Check(1Box=5*2ml);130299006M;;
;MAGLUMI Lp-PLA2 (CLIA) 1G/100 tests;130206015M;;
;MAGLUMI Lp-PLA2 (CLIA) 1G/50 tests;130606015M;;
;MAGLUMI Lp-PLA2 (CLIA) 2G/100 tests;130206515M;;
;MAGLUMI Lp-PLA2 (CLIA) 2G/50 tests;130606515M;;
;MAGLUMI MAGLUMI Anti-HCV (CLIA) 1G/50 tests ;130610006M;;
;MAGLUMI MPO (CLIA) 2G/100 tests;130206021M;;
;MAGLUMI MPO (CLIA) 2G/50 tests;130606021M;;
;MAGLUMI Monkeypox Virus Ag (CLIA) 2G/100 tests;130219032M;;
;MAGLUMI Monkeypox Virus Ag (CLIA) 2G/50 tests;130619032M;;
;MAGLUMI Mycoplasma pneumoniae IgG (CLIA) 2G/100 tests;130219009M;;
;MAGLUMI Mycoplasma pneumoniae IgG (CLIA) 2G/50 tests;130619009M;;
;MAGLUMI Mycoplasma pneumoniae IgM (CLIA) 2G/100 tests;130219011M;;
;MAGLUMI Mycoplasma pneumoniae IgM (CLIA) 2G/50 tests;130619011M;;
;MAGLUMI Myoglobin (CLIA) 1G/100 tests;130206003M;;
;MAGLUMI Myoglobin (CLIA) 1G/50 tests;130606003M;;
;MAGLUMI Myoglobin (CLIA) 2G/100 tests;130256003M;;
;MAGLUMI Myoglobin (CLIA) 2G/50 tests;130656003M;;
;MAGLUMI NSE (CLIA) 1G/100 tests;130201016M;;
;MAGLUMI NSE (CLIA) 1G/50 tests;130601016M;;
;MAGLUMI NSE (CLIA) 2G/100 tests;130201030M;;
;MAGLUMI NSE (CLIA) 2G/50 tests;130601030M;;
;MAGLUMI NT-proBNP (CLIA) 1G/100 tests;130206004M;;
;MAGLUMI NT-proBNP (CLIA) 1G/50 tests;130606004M;;
;MAGLUMI NT-proBNP (CLIA) 2G/100 tests;130256004M;;
;MAGLUMI NT-proBNP (CLIA) 2G/50 tests;130656004M;;
;MAGLUMI Osteocalcin (CLIA) 1G/100 tests;130211003M;;
;MAGLUMI Osteocalcin (CLIA) 1G/50 tests;130611003M;;
;MAGLUMI Osteocalcin (CLIA) 2G/100 tests;130261003M;;
;MAGLUMI Osteocalcin (CLIA) 2G/50 tests;130661003M;;
;MAGLUMI PAP (CLIA) 1G/100 tests;130201006M;;
;MAGLUMI PAP (CLIA) 1G/50 tests;130601006M;;
;MAGLUMI PAP (CLIA) 2G/100 tests;130251006M;;
;MAGLUMI PAP (CLIA) 2G/50 tests;130651006M;;
;MAGLUMI PAPP-A (CLIA) 1G/100 tests ;130214003M;;
;MAGLUMI PAPP-A (CLIA) 1G/50 tests;130614003M;;
;MAGLUMI PAPP-A (CLIA) 2G/50 tests;130664003M;;
;MAGLUMI PCT (CLIA) 1G/100 tests;130216001M;;
;MAGLUMI PCT (CLIA) 1G/50 tests;130616001M;;
;MAGLUMI PCT (CLIA) 2G/100 tests;130266001M;;
;MAGLUMI PCT (CLIA) 2G/50 tests;130666001M;;
;MAGLUMI PG I (CLIA) 1G/100 tests;130201019M;;
;MAGLUMI PG I (CLIA) 1G/50 tests;130601019M;;
;MAGLUMI PG II (CLIA) 1G/100 tests;130201020M;;
;MAGLUMI PG II (CLIA) 1G/50 tests;130601020M;;
;MAGLUMI PIIIP NP (CLIA) 2G/100 tests;130259002M;;
;MAGLUMI PIIIP NP (CLIA) 2G/50 tests;130659002M;;
;MAGLUMI PIVKA-â…¡ (CLIA) 2G/100 tests;130201029M;;
;MAGLUMI PIVKA-â…¡ (CLIA) 2G/50 tests;130601029M;;
;MAGLUMI PRG (CLIA) 1G/100 tests;130202009M;;
;MAGLUMI PRG (CLIA) 1G/50 tests;130602009M;;
;MAGLUMI PRL (CLIA) 1G/100 tests;130202006M;;
;MAGLUMI PRL (CLIA) 1G/50 tests;130602006M;;
;MAGLUMI Pepsinogen I (CLIA) 2G/100 tests;130251019M;;
;MAGLUMI Pepsinogen I (CLIA) 2G/50 tests;130651019M;;
;MAGLUMI Pepsinogen II (CLIA) 2G/100 tests;130251020M;;
;MAGLUMI Pepsinogen II (CLIA) 2G/50 tests;130651020M;;
;MAGLUMI PlGF (CLIA) 2G/100 tests;130212010M;;
;MAGLUMI PlGF (CLIA) 2G/50 tests;130612010M;;
;MAGLUMI ProGRP (CLIA) 1G/100 tests;130201023M;;
;MAGLUMI ProGRP (CLIA) 1G/50 tests;130601023M;;
;MAGLUMI ProGRP (CLIA) 2G/100 tests;130201523M;;
;MAGLUMI ProGRP (CLIA) 2G/50 tests;130601523M;;
;MAGLUMI Progesterone (CLIA) 2G/100 tests;130252009M;;
;MAGLUMI Progesterone (CLIA) 2G/50 tests; 130652009M;;
;MAGLUMI Proinsulin (CLIA) 1G/100 tests;130205004M;;
;MAGLUMI Proinsulin (CLIA) 1G/50 tests;130605004M;;
;MAGLUMI Proinsulin (CLIA) 2G/100 tests;130255004M;;
;MAGLUMI Proinsulin (CLIA) 2G/50 tests;130655004M;;
;MAGLUMI Prolactin (CLIA) 2G/100 tests;130252006M;;
;MAGLUMI Prolactin (CLIA) 2G/50 tests;130652006M;;
;MAGLUMI Pâ…¢P N-P (CLIA) 1G/100 tests;130209002M;;
;MAGLUMI Pâ…¢P N-P (CLIA) 1G/50 tests;130609002M;;
;MAGLUMI Reaction Cup (3*182cups)Apply to X8/X6/X3;1.30105E+11;;
;MAGLUMI Reaction Modules/Cubetas 1Box=6*64 SERIE M;630003;;
;MAGLUMI Rev T3 (CLIA) 1G/100 tests;130203010M;;
;MAGLUMI Rev T3 (CLIA) 1G/50 tests;130603010M;;
;MAGLUMI Rubella IgG (CLIA) 1G/100 tests;130212003M;;
;MAGLUMI Rubella IgG (CLIA) 1G/50 tests;130612003M;;
;MAGLUMI Rubella IgM (CLIA) 1G/100 tests;130212004M;;
;MAGLUMI Rubella IgM (CLIA) 1G/50 tests;130612004M;;
;MAGLUMI S-100 (CLIA) 1G/100 tests;130201017M;;
;MAGLUMI S-100 (CLIA) 1G/50 tests;130601017M;;
;MAGLUMI S-100 (CLIA) 2G/50 tests;130651017M;;
;MAGLUMI S100 (CLIA) 2G/100 tests;130251017M;;
;MAGLUMI SARS-CoV-2 Ag (CLIA) 2G/100 tests;130219026M;;
;MAGLUMI SARS-CoV-2 Ag (CLIA) 2G/50 tests;130619026M;;
;MAGLUMI SARS-CoV-2 Neutralizing Antibody (CLIA) 2G/100 tests;130219027M;;
;MAGLUMI SARS-CoV-2 Neutralizing Antibody (CLIA) 2G/50 tests;130619027M;;
;MAGLUMI SARS-CoV-2 S-RBD IgG (CLIA) 2G/100 tests;130219017M;;
;MAGLUMI SARS-CoV-2 S-RBD IgG (CLIA)2G/50 tests;130619017M;;
;MAGLUMI SARS-CoV-2 S-RBD IgG II (CLIA) 2G/100 tests;130269017M;;
;MAGLUMI SARS-CoV-2 S-RBD IgG II (CLIA) 2G/50 tests;130669017M;;
;MAGLUMI SCCA (CLIA) 1G/100 tests;130201018M;;
;MAGLUMI SCCA (CLIA) 1G/50 tests;130601018M;;
;MAGLUMI SCCA (CLIA) 2G/50 tests;130601041M;;
;MAGLUMI SHBG (CLIA) 1G/100 tests;130202015M;;
;MAGLUMI SHBG (CLIA) 1G/50 tests;130602015M;;
;MAGLUMI SHBG (CLIA) 2G/100 tests;130202515M;;
;MAGLUMI SHBG (CLIA) 2G/50 tests;130602515M;;
;MAGLUMI Sample Diluent/0.9%NaCl;130299038M;;
;MAGLUMI Sample Diluent/NaCl;130299039M;;
;MAGLUMI Sample Diluent/TampÃ³n PBS;130299036M;;
;MAGLUMI Sample Diluent/TampÃ³n PBS;130299037M;;
;MAGLUMI Sample Extraction Solution;130299031M;;
;MAGLUMI Serum Amyloid A (CLIA) 2G/100 tests;130216005M;;
;MAGLUMI Serum Amyloid A (CLIA) 2G/50 tests;130616005M;;
;MAGLUMI Starter  1+2 (1Box=2*230ml) SERIE M/X3;130299004M;;
;MAGLUMI Starter 1+2 (1Box=2*1.5L) X6/X8;130299027M;;
;MAGLUMI Syphilis (CLIA) 1G/100 tests ;130219003M;;
;MAGLUMI Syphilis (CLIA) 1G/50 tests ;130619003M;;
;MAGLUMI Syphilis (CLIA) 2G/100 tests;130269003M;;
;MAGLUMI Syphilis (CLIA) 2G/50 tests;130669003M;;
;MAGLUMI System Tubing Cleaning Solution(1Box=1Bottle=1*500ml);130299007M;;
;MAGLUMI T-Uptake (CLIA) 2G/100 tests;130203014M ;;
;MAGLUMI T-Uptake (CLIA)2G/50 tests;130603014M ;;
;MAGLUMI T3 (CLIA) 1G/50 tests;130603003M;;
;MAGLUMI T3 (CLIA) 2G/50 tests;130653003M;;
;MAGLUMI T4 (CLIA) 1G/100 tests;130203002M;;
;MAGLUMI T4 (CLIA) 1G/50 tests;130603002M;;
;MAGLUMI T4 (CLIA) 2G/50 tests ;130653002M;;
;MAGLUMI TG (CLIA) 1G/100 tests;130203006M;;
;MAGLUMI TG (CLIA) 1G/50 tests;130603006M;;
;MAGLUMI TGA (CLIA) 1G/100 tests;130203007M;;
;MAGLUMI TGA (CLIA) 1G/50 tests;130603007M;;
;MAGLUMI TMA (CLIA) 1G/100 tests;130203008M;;
;MAGLUMI TMA (CLIA) 1G/50 tests;130603008M;;
;MAGLUMI TNF-Î± (CLIA) 2G/100 tests; 130216006M;;
;MAGLUMI TNF-Î± (CLIA) 2G/50 tests;130616006M;;
;MAGLUMI TPA (CLIA) 2G/100 tests;130201043M;;
;MAGLUMI TPA (CLIA) 2G/50 tests;130601043M;;
;MAGLUMI TPA-snibe (CLIA) 1G/100 tests;130201007M;;
;MAGLUMI TPA-snibe (CLIA) 1G/50 tests;130601007M;;
;MAGLUMI TRAb (CLIA) 1G/100 tests;130203009M;;
;MAGLUMI TRAb (CLIA) 1G/50 tests;130603009M;;
;MAGLUMI TRAb (CLIA) 2G/100 tests;130253009M;;
;MAGLUMI TRAb (CLIA) 2G/50 tests;130653009M;;
;MAGLUMI TSH (CLIA) 1G/100 tests;130203001M;;
;MAGLUMI TSH (CLIA) 1G/50 tests;130603001M;;
;MAGLUMI TSH (CLIA) 2G/100 tests;130203023M;;
;MAGLUMI TSH (CLIA) 2G/50 tests;130603023M;;
;MAGLUMI Tacrolimus (CLIA) 2G/100 tests;130257003M;;
;MAGLUMI Tacrolimus (CLIA) 2G/50 tests;130657003M;;
;MAGLUMI Testosterone (CLIA) 1G/100 tests;130202010M;;
;MAGLUMI Testosterone (CLIA) 1G/50 tests;130602010M;;
;MAGLUMI Testosterone (CLIA) 2G/100 tests;130252010M;;
;MAGLUMI Testosterone (CLIA) 2G/50 tests;130652010M;;
;MAGLUMI Thyroglobulin (CLIA) 2G/100 tests;130253006M;;
;MAGLUMI Thyroglobulin (CLIA) 2G/50 tests;130653006M;;
;MAGLUMI Tip (20Ã—192 Tips)Aplicar a X6 con mÃ³dulo de pipeteo hidrÃ¡ulico (HPM);1.30208E+11;;
;MAGLUMI Total PSA (CLIA) 1G/100 tests;130201004M;;
;MAGLUMI Total PSA (CLIA) 1G/50 tests;130601004M;;
;MAGLUMI Total PSA (CLIA) 2G/100 tests;130201034M;;
;MAGLUMI Total PSA (CLIA) 2G/50 tests;130601034M;;
;MAGLUMI Total T3 (CLIA) 2G/100 tests;130253003M;;
;MAGLUMI Total T4 (CLIA) 2G/100 tests;130253002M;;
;MAGLUMI Total Î² HCG (CLIA) 2G/100 tests;130252003M;;
;MAGLUMI Total Î² HCG (CLIA) 2G/50 tests; 130652003M;;
;MAGLUMI Toxo IgG (CLIA) 1G/100 tests;130212001M;;
;MAGLUMI Toxo IgG (CLIA) 1G/50 tests;130612001M;;
;MAGLUMI Toxo IgM (CLIA) 1G/100 tests;130212002M;;
;MAGLUMI Toxo IgM (CLIA) 1G/50 Tests;130612002M;;
;MAGLUMI Troponin I (CLIA) 1G/100 tests;130206002M;;
;MAGLUMI Troponin I (CLIA) 1G/50 tests;130606002M;;
;MAGLUMI Unconjugated Estriol (CLIA) 2G/100 tests;130252008M;;
;MAGLUMI Unconjugated Estriol (CLIA) 2G/50 tests;130652008M;;
;MAGLUMI Vitamin B12 (CLIA) 1G/100 tests;130213002M;;
;MAGLUMI Vitamin B12 (CLIA) 1G/50 tests;130613002M;;
;MAGLUMI Vitamin B12 (CLIA) 2G/100 tests;130263002M;;
;MAGLUMI Vitamin B12 (CLIA) 2G/50 tests;130663002M;;
;MAGLUMI Wash Concentrate 1Box=1x10L (X6/X8) ;130299035M;;
;MAGLUMI Wash Concentrate 1Box=1x714mL (SERIE M/X3);130299005M;;
;MAGLUMI Waste Bag (1Box=50 Pieces) (Apply to MAGLUMI X8 Analyzer for Tips);1.3021E+11;;
;MAGLUMI Waste Bag (1Box=50 Pieces) (Apply to MAGLUMI X8/X3/X6 Analyzer for Reaction Cups and X6 Analyzer for Tips );1.3021E+11;;
;MAGLUMI X3;10101003301;;
;MAGLUMI X6;10101006601;;
;MAGLUMI X8;10101008801;;
;MAGLUMI cTnI (CLIA) 2G/100 tests;130256002M;;
;MAGLUMI cTnI (CLIA) 2G/50 tests;130656002M;;
;MAGLUMI f-PSA (CLIA) 1G/100 tests;130201005M;;
;MAGLUMI f-PSA (CLIA) 1G/50 tests;130601005M;;
;MAGLUMI free Estriol (CLIA) 1G/100 tests;130202008M;;
;MAGLUMI free Estriol (CLIA) 1G/50 tests;130602008M;;
;MAGLUMI free Testosterone (CLIA) 1G/100 tests;130202011M;;
;MAGLUMI free Testosterone (CLIA) 1G/50 tests;130602011M;;
;MAGLUMI free Î²-HCG (CLIA) 1G/100 tests;130214002M;;
;MAGLUMI free Î²-HCG (CLIA) 1G/50 tests;130614002M;;
;MAGLUMI free Î²-HCG (CLIA) 2G/100 tests;130214005M;;
;MAGLUMI free Î²-HCG (CLIA) 2G/50 tests;130614005M;;
;MAGLUMI hs-CRP (CLIA) 2G/100 tests;130206023M;;
;MAGLUMI hs-CRP (CLIA) 2G/50 tests;130606023M;;
;MAGLUMI hs-cTnI (CLIA) 1G/100 tests;130206014M;;
;MAGLUMI hs-cTnI (CLIA) 1G/50 tests;130606014M;;
;MAGLUMI hs-cTnI (CLIA) 2G/100 tests;130256014M;;
;MAGLUMI hs-cTnI (CLIA) 2G/50 tests;130656014M;;
;MAGLUMI sFlt-1 (CLIA) 2G/100 tests;130212011M;;
;MAGLUMI sFlt-1 (CLIA) 2G/50 tests;130612011M;;
;MAGLUMI total P1NP (CLIA) 2G/100 tests;130211005M;;
;MAGLUMI total P1NP (CLIA) 2G/50 tests;130611005M;;
;MAGLUMI Î²-CTx (CLIA) 2G/100 tests;130211006M;;
;MAGLUMI Î²-CTx (CLIA) 2G/50 tests;130611006M;;
;MAGLUMI Î²2-MG (CLIA) 1G/100 tests;130204001M;;
;MAGLUMI Î²2-MG (CLIA) 1G/50 tests;130604001M;;
;MAGLUMI Î²2-Microglobulin (CLIA) 2G/100 tests;130254001M;;
;MAGLUMI Î²2-Microglobulin (CLIA) 2G/50 tests;130654001M;;
;MAGNET CATCH TL-105S-P-F;3380548001;;
;MAGNET PLATE;5440777001;;
;MAGNETIC READER REFLOTRON;4982614001;;
;MAGNETIC STIR BARS. ACL 6/PK;W-9746606;;
;MAINBOARD ASUS PRIME H570M-PLUS CSM INTEL CORE - LGA 1200 - 12TH - DDR4 - MATX - HDMI 2.0/DP 1.4 (90MB16W0-M0AAYC);MBO0498;;
;MAINTENANCE CONTRACT OMEGA 2000 (H);3546071001;;
;MAINTENANCE CONTRACT OMEGA 2000 (S);3546063001;;
;MAINTENANCE KIT (FILTER) FOR DK50 10S/M;9155902001;;
;MAINTENANCE KIT 2 YEAR SN 1-13;4961153001;;
;MAINTENANCE KIT 5 C502;7783205001;;
;MAINTENANCE KIT 6 MONTH;6216412001;;
;MAINTENANCE KIT 6 MONTH;6216447001;;
;MAINTENANCE KIT DEC LIFTINGGRIPPER;4535936001;;
;MAINTENANCE KIT DEC. LIFTINGGRIPPER;4535936001;;
;MAINTENANCE KIT EACH YEAR;6216455001;;
;MAINTENANCE KIT EACH YEAR;6216439001;;
;MAINTENANCE SERVICE CLIN CHEMI;4425120001;;
;MAINTENANCE SERVICE INMUNOLOGY;4425111001;;
;MAINTENANCE SERVICE LAB. URINALYSIS;4425090001;;
;MAINTENANCE SERVICE POINT OF CARE;4425081001;;
;MANDILES EN GABARDINA BORDADAS;MANDSERVTEC;;
;MANIFOLD QI AVAC 24+;4481836001;;
;MANIFOLD U601;7166346001;;
;MANIFOLD U701;7316321001;;
;MANITOL SALT AGAR 500 GR HARDY;C6231 ;;
;MANOMETRO C-FLUJOMETRO-1X15LPM TANQUE OXIGENO PEQUEÃ‘O;EM17341;;
;MANUAL INSTRUMENT CTM48 EXPT;4549538190;;
;MANUAL TRAY REMOVAL KIT, VENTANA HE 600;7797877001;;
;MAQUINA DE NUMERACION AUTOMATICA;MAQNUM001;;
;MARCADOR INDELEBLE DE VIDRIO;INS125;;
;MASC. FACIAL TELA NO TEJODA NO EST. DESC CAJA X 50UND ;RQ-MASC-01;;
;MASCARA 7502 (M) MEDIA CARA 3M;4278-5 ;;
;MASCARILLA DESCARTABLE CON ELASTICO X 50 UNDS;01MPMDHERCON002;;
;MASCARILLA DESCARTABLE KN95;2668;;
;MASCARILLA N95;MN95;;
;MASCARILLA NEBULIZACION ADULTO;OXI-019;;
;MASCARILLA NEBULIZACION PEDIATRICA;OXI-020;;
;MASCARILLA TELA CON LOGO TALLAM;MTTM;;
;MASCARILLA TELA LOGO TALLAL;MTTL;;
;MASK (P) REACTION BATH (P MOD);12181975001;;
;MASK 2 X 6;12181827001;;
;MATRACES ERLENMEYER GRADUADO 5000ML;212167307;;
;MBX BOARD cobas b 121 <BGE> V2.76 / AVR;6611648001;;
;MBX BOARD cobas b 121 V1.76 / AVR;6611451001;;
;MC CARTRIDGE BG ISE MSS;5632765001;;
;ME CHAMBER LID RN PLUS;3023052001;;
;MEASUREMENT MODULE;3285189001;;
;MEASURING CHAMBER CON. (MCon);3144062001;;
;MEASURING CHAMBER COVER cobas b 121;3055442001;;
;MEASURING CHAMBER cobas b 121 / AVR;6780822001;;
;MEDIDOR DE ABRAZADERA DIGITAL;MEDABR001;;
;MEDIDOR DE GLUCOSA EN SANGRE TRUERESULT ;DK-E4I61-81;;
;MEDIDOR DE pH Y SOLIDOS TOTALES TIPO BOLIGRAFO CON BUFFER;PHST8921;;
;MEDIO DE MONTAJE HISTOFLUID 500 ML;FSHPS-500-001;;
;MEDIO DE MONTAJE HISTOFLUIDO 500ML ;FQSD-500-001;;
;MEDIO DE TRANSPORTE STUART;GGMTS-001;;
;MEDIO DE TRANSPORTE STUART;305/SG;;
;MEDIO DE TRANSPORTE STUART (IMPROVE);061818ST;;
;MEDIO DE TRANSPORTE STUART EN TUBO X UND.;Z601475;;
;MEDIOS DE TRANSPORTE STUART X 100 UNIDADES CITOTEST ;39900306;;
;MEMBRANE DRIER IDG1-C06-X467;7300387001;;
;MEMBRANE OSMOSIS 900 GPD;5516765001;;
;MEMORIA ADATA 8GB DDR4 2666MHZ PARA PC;6850;;
;MEMORIA CRUCIAL 8GB DDR4 SODIMM;CB8GS2666;;
;MEMORIA RAM SERVIDOR DELL16GB PC4 2666Mhz-2RX8 UDIMM DDR4   T40, T30, T130, T140, R340, R240;MEMDELL-DIM;;
;MEMORY 512MB DDRAM PC3200 400MHZ;7790970001;;
;MEMORY UPDATE KIT FOR G4;6210830001;;
;MEROPENEM 10 MCG X 50 UNDS DISCOS;CT0774B;;
;MEROPENEM-B 10 MCG X 50 DISCOS;BIO-MEM;;
;METHOTREXATE HIGH CONTROL;5026-0003-02;;
;MF VITROS CK CJX5X18SLIDES;O-8478034;;
